Timestamp;G√©ner;Nivel m√°ximo de estudio;Alcald√≠;Edad;øHas escuchado alguna vez sobre la existencia de la violencia de gÈnero?;øConsideras un problema la violencia de gÈnero?;øAlguna ves has presenciado violencia de gÈnero?;øDonde has presenciado violencia de gÈnero?;øCu·les crees que podrÌan ser formas de Violencia de gÈnero?;øPor quÈ motivo crees que se dÈ la violencia de gÈnero?;øDentro de tu n˙cleo familiar has visto alguna vez violencia de gÈnero?;øQuÈ te provoca esta encuesta?;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 0:49:35;Mujer;Universidad;Venustiano Carranza;36;S√;S√;S√;En la calle;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades;S√;Indiferencia;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 0:49:35;Hombre;Universidad;Benito Ju√°re;26;S√;S√;S√;En el trabajo, En la escuela, En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Costumbre familiar, Nivel educativo, Nivel socio econ√≥mic;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 0:49:45;Mujer;Maestr√≠;Iztacalco;48;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 0:50:16;Mujer;Universidad;Otro;39;S√;S√;S√;En mi colonia;Todas las anteriores;Todas las anteriores;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 0:50:37;Mujer;Universidad;Venustiano Carranza;28;S√;S√;S√;Transporte p√∫blico;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 0:54:52;Mujer;Preparatoria;Venustiano Carranza;39;S√;S√;S√;En el trabajo, En la escuela;Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexua;Falta de educacion, Costumbre familiar, Falta de cultura, Apariencia f√≠sica, Nivel educativo, Nivel socio econ√≥mi;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 0:57:48;Mujer;Preparatoria;Iztapalapa;19;S√;S√;S√;Todas las anteriores;Todas las anteriores;Falta de educacion, Religi√≥n, Negligencia por parte de las autoridade;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:06:53;Mujer;Maestr√≠;Iztapalapa;43;S√;S√;S√;Todas las anteriores;Todas las anteriores;Religi√≥n, Costumbre familiar, Negligencia por parte de las autoridade;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:07:24;Mujer;Universidad;Otro;31;S√;S√;S√;Yo lo viv√≠;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:08:08;Mujer;Preparatoria;Gustavo A. Madero;39;S√;S√;S√;En la familia;Agredir psicol√≥gicament;Negligencia por parte de las autoridades;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:08:31;Mujer;Preparatoria;Iztapalapa;48;S√;S√;S√;En el trabajo;Agredir psicol√≥gicament;Falta de educacion;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:10:15;Mujer;Universidad;Coyoac√°;39;S√;S√;S√;Todas las anteriores;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:10:59;Mujer;Universidad;Iztapalapa;30;S√;S√;S√;En la familia, En el trabajo, En la escuela, En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:18:00;Mujer;Universidad;Gustavo A. Madero;21;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:18:16;Mujer;Universidad;Otro;36;S√;Tal vez;No;Ninguno;Todas las anteriores;Falta de educacion, Costumbre familiar;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:19:56;Mujer;Preparatoria;Otro;23;S√;S√;S√;En la familia;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Falta de educacion, Religi√≥n, Costumbre familiar, Falta de cultur;S√;Molestia;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:22:55;Mujer;Secundaria;Iztapalapa;39;S√;S√;S√;En la familia;Golpear, empujar;Todas las anteriores;S√;Molestia;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:24:11;Mujer;Preparatoria;Venustiano Carranza;39;S√;S√;S√;En la familia, En el trabajo, En la escuela;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Humillar, Acosa;Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia f√≠sica, Nivel educativ;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:28:09;Hombre;Maestr√≠;Iztacalco;45;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:30:14;Hombre;Preparatoria;Iztapalapa;30;S√;S√;S√;En la familia;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Falta de educacion, Religi√≥;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:30:40;Mujer;Universidad;Otro;38;S√;S√;S√;En la familia;Todas las anteriores;Todas las anteriores;Tal vez;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:31:20;Mujer;Universidad;Otro;36;S√;S√;S√;En la familia, En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Falta de educacion, Religi√≥n, Costumbre familiar, Falta de cultura, Apariencia f√≠sica, Falta de difusi;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:32:23;Mujer;Preparatoria;Otro;30;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:32:34;Hombre;Universidad;Iztapalapa;55;S√;S√;S√;En alguna instituci√≥n (gobierno, salud, etc.;Acosar;Falta de educacion;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:41:28;Mujer;Maestr√≠;Gustavo A. Madero;26;S√;S√;S√;Calle;Menospreciar, Humillar, Acosar;Falta de educacion, Falta de cultura, Nivel socio econ√≥mic;No;Indiferencia;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:43:55;Mujer;Universidad;Otro;28;S√;S√;S√;En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Falta de educacion;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:50:01;Mujer;Universidad;Miguel Hidalgo;48;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;Tal vez;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:51:25;Mujer;Universidad;Tlalpan;27;S√;S√;S√;En la familia, En la escuela;Todas las anteriores;Todas las anteriores;Tal vez;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 1:56:09;Mujer;Universidad;Xochimilco;39;S√;S√;S√;Todas las anteriores;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:03:43;Mujer;Universidad;Otro;40;S√;S√;S√;En el trabajo;Todas las anteriores;Falta de cultura;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:10:48;Mujer;Universidad;Otro;20;S√;S√;S√;En la escuela, Calle;Todas las anteriores;Ninguna;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:11:09;Hombre;Universidad;Venustiano Carranza;48;S√;Tal vez;S√;Con amistades;Todas las anteriores;Falta de educacion;No;Preocupaci√≥n. La violencia no tiene g√©nero y confunde y obstruye las verdaderas causas que se deben atacar de ra√≠z. Si siguen pensando que la violencia se debe al g√©nero, nunca atender√°n ni entender√°n los verdaderos ca;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:15:32;Hombre;Universidad;Venustiano Carranza;26;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:16:10;Mujer;Preparatoria;Iztapalapa;16;S√;S√;S√;En la familia, En el trabajo, En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Costumbre familiar, Negligencia por parte de las autoridades, Apariencia f√≠sic;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:22:41;Mujer;Preparatoria;Cuauht√©mo;43;S√;S√;S√;En la familia, En la escuela, En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:24:26;Mujer;Universidad;Venustiano Carranza;43;S√;S√;S√;En la familia;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Abuso sexual, Todas las anteriore;Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:29:59;Mujer;Universidad;Azcapotzalco;27;S√;S√;S√;En el trabajo;Todas las anteriores;Todas las anteriores;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:39:22;Mujer;Preparatoria;Miguel Hidalgo;21;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;Tal vez;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:41:55;Mujer;Preparatoria;Benito Ju√°re;18;S√;S√;S√;En la escuela;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Micro agresione;Falta de educacion, Religi√≥n, Falta de cultura, Apariencia f√≠sica, Nivel socio econ√≥m;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 2:52:05;Mujer;Universidad;Otro;27;S√;S√;S√;En la familia, En el trabajo, En la escuela, En alguna instituci√≥n (gobierno, salud, etc.), Todas las anteriore;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexua;Falta de educacion, Religi√≥n, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Nivel educativo, Nivel socio econ√≥mi;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 3:00:14;Mujer;Preparatoria;Otro;46;S√;S√;S√;Todas las anteriores;Todas las anteriores;Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 3:23:10;Mujer;Universidad;¡lvaro ObregÛn;40;S√;S√;S√;En la familia, En el trabajo;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Costumbre familiar;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 3:29:13;Mujer;Universidad;Tlalpan;35;S√;S√;S√;En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 3:43:19;Mujer;Preparatoria;Venustiano Carranza;52;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 3:49:49;Mujer;Preparatoria;Otro;35;S√;S√;S√;En la familia;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Caracter;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 3:59:40;Mujer;Universidad;Venustiano Carranza;41;S√;S√;Tal vez;En el trabajo;Todas las anteriores;Costumbre familiar, Nivel educativo, Nivel socio econ√≥mic;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 4:15:53;Mujer;Preparatoria;Gustavo A. Madero;25;S√;S√;S√;En el trabajo, En la escuela;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura, Nivel educativo, Falta de difusi√≥;Tal vez;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 4:16:42;Mujer;Doctorado;Venustiano Carranza;27;S√;No;S√;Ninguno;Ninguna;Ninguna;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 4:50:34;Mujer;Maestr√≠;¡lvaro ObregÛn;29;S√;S√;S√;En la familia, En el trabajo;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 4:50:50;Mujer;Universidad;Benito Ju√°re;30;S√;S√;Tal vez;Todas las anteriores;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Falta de educacion, Religi√≥n, Costumbre familia;Tal vez;Indiferencia;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 4:56:15;Mujer;Preparatoria;Tlalpan;40;S√;S√;S√;Con una vecina;Todas las anteriores;Costumbre familiar, Falta de cultura, Apariencia f√≠sica, Nivel educativo, Nivel socio econ√≥mi;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 5:07:08;Mujer;Universidad;Benito Ju√°re;33;S√;S√;S√;En el trabajo;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 5:18:31;Mujer;Universidad;Iztapalapa;28;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 5:28:06;Mujer;Universidad;Otro;41;S√;S√;S√;En la familia, En el trabajo, En la escuela, En alguna instituci√≥n (gobierno, salud, etc.), Todas las anteriore;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Falta de educacion, Religi√≥n, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia f√≠sica, Nivel educativo, Nivel socio econ√≥mico, Falta de difusi√≥n, Todas las anteri;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 6:13:12;Hombre;Universidad;Iztapalapa;42;S√;S√;S√;En la familia, V√≠a public;Todas las anteriores;Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia f√≠sica, Nivel educativo, Nivel socio econ√≥mico, Falta de difusi;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 6:25:18;Mujer;Maestr√≠;Venustiano Carranza;47;S√;S√;S√;En el trabajo;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 6:38:46;Mujer;Preparatoria;Coyoac√°;49;S√;S√;Tal vez;En el trabajo;Todas las anteriores;Todas las anteriores;Tal vez;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 6:47:29;Mujer;Preparatoria;Otro;37;S√;S√;S√;En la familia;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:00:48;Mujer;Universidad;Otro;47;S√;S√;S√;Transporte p√∫blico;Todas las anteriores;Todas las anteriores;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:04:40;Mujer;Universidad;Coyoac√°;40;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:06:13;Mujer;Universidad;Otro;40;S√;S√;S√;En la familia, En la escuela;Todas las anteriores;Falta de educacion;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:14:12;Mujer;Universidad;Otro;35;S√;S√;S√;En la familia, En la escuela;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura, Nivel educativo, Nivel socio econ√≥mic;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:15:33;Mujer;Universidad;Tlalpan;40;S√;S√;S√;En la familia;Agredir psicol√≥gicament;Falta de educacion, Falta de cultura, Nivel educativo;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:17:06;Mujer;Universidad;Xochimilco;48;S√;S√;S√;En la familia;Todas las anteriores;Apariencia f√≠sic;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:19:59;Mujer;Universidad;Xochimilco;35;S√;S√;S√;Todas las anteriores;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:24:08;Mujer;Universidad;Venustiano Carranza;36;S√;S√;No;Ninguno;Todas las anteriores;Falta de educacion, Costumbre familiar, Nivel socio econ√≥mic;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:28:05;Mujer;Universidad;Otro;34;S√;S√;S√;Todas las anteriores;Todas las anteriores;Falta de educacion, Costumbre familiar;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:30:22;Mujer;Universidad;Benito Ju√°re;38;S√;S√;S√;En el trabajo;Todas las anteriores;Falta de educacion, Religi√≥n, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia f√≠si;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:32:16;Mujer;Universidad;Coyoac√°;45;S√;S√;S√;Todas las anteriores;Todas las anteriores;Falta de educacion, Religi√≥n, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia f√≠sica, Nivel socio econ√≥m;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:33:16;Mujer;Universidad;La Magdalena Contreras;41;S√;S√;S√;Todas las anteriores;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:34:09;Mujer;Universidad;Gustavo A. Madero;35;S√;S√;S√;Todas las anteriores;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexua;Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:37:37;Mujer;Maestr√≠;Miguel Hidalgo;34;S√;S√;S√;En la familia, En el trabajo, En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Todas las anteriores;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:37:56;Mujer;Preparatoria;Otro;40;S√;S√;S√;En la escuela;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:40:14;Mujer;Universidad;¡lvaro ObregÛn;40;S√;S√;S√;En la familia;Todas las anteriores;Ninguna;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:40:14;Mujer;Preparatoria;¡lvaro ObregÛn;42;S√;S√;No;Ninguno;Humillar;Falta de educacion, Costumbre familiar;No;Indiferencia;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:40:17;Mujer;Maestr√≠;Otro;30;S√;S√;S√;Con las relaciones de mis amigas ;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:42:07;Mujer;Universidad;Gustavo A. Madero;33;S√;S√;S√;En la familia, En la escuela, En alguna instituci√≥n (gobierno, salud, etc.;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Religi√≥n, Costumbre familiar, Apariencia f√≠sica, Nivel educativo, Nivel socio econ√≥m;S√;Indiferencia;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:42:22;Mujer;Universidad;Benito Ju√°re;43;S√;S√;S√;En la familia, En el trabajo;Todas las anteriores;Falta de educacion, Religi√≥n, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridade;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:43:05;Mujer;Universidad;Otro;34;S√;S√;S√;En la familia;Todas las anteriores;Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia f√≠sica, Nivel educativ;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:43:14;Mujer;Universidad;Otro;45;S√;S√;S√;Todas las anteriores;Todas las anteriores;Falta de educacion, Costumbre familiar;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:45:11;Mujer;Universidad;Otro;39;S√;Tal vez;No;Ninguno;Todas las anteriores;Falta de cultura, Negligencia por parte de las autoridades, Apariencia f√≠sica, Nivel socio econ√≥mi;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:49:41;Mujer;Preparatoria;Cuauht√©mo;52;S√;S√;S√;Haciendo compras en un mercado;Todas las anteriores;Costumbre familiar;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 7:51:09;Mujer;Maestr√≠;Gustavo A. Madero;43;S√;S√;S√;Con un vecino;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura, Nivel educativo, Nivel socio econ√≥mic;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:03:30;Mujer;Universidad;Gustavo A. Madero;41;S√;S√;S√;En la familia;Abuso verbal, Golpear, empujar, Agredir psicol√≥gicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriore;Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:04:47;Mujer;Universidad;Venustiano Carranza;49;S√;S√;S√;Todas las anteriores;Todas las anteriores;Ninguna;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:08:51;Mujer;Universidad;Coyoac√°;74;S√;S√;S√;En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Todas las anteriores;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:09:31;Mujer;Universidad;Azcapotzalco;46;S√;S√;S√;En el trabajo;Todas las anteriores;Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia f√≠sica, Nivel educativo, Nivel socio econ√≥mico, Falta de difusi;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:13:46;Mujer;Preparatoria;Cuauht√©mo;55;S√;S√;S√;En la familia, En el trabajo;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:15:39;Mujer;Universidad;Venustiano Carranza;31;S√;S√;S√;En la familia, En el trabajo;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:16:19;Mujer;Universidad;Azcapotzalco;20;S√;S√;S√;En el trabajo, En la escuela, En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Todas las anteriores;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:17:50;Mujer;Maestr√≠;Coyoac√°;51;S√;S√;S√;En la familia;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:18:12;Mujer;Maestr√≠;Otro;49;S√;S√;S√;En el trabajo, En alguna instituci√≥n (gobierno, salud, etc.;Todas las anteriores;Falta de educacion, Religi√≥n, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia f√≠sica, Nivel socio econ√≥mico, Falta de difus;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:18:17;Mujer;Preparatoria;Venustiano Carranza;37;S√;S√;S√;Todas las anteriores;Todas las anteriores;Falta de educacion;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:18:48;Mujer;Universidad;Miguel Hidalgo;45;S√;S√;Tal vez;En el trabajo;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Falta de difusi√≥;Tal vez;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:22:06;Mujer;Preparatoria;Otro;40;S√;S√;S√;Con una conocida;Todas las anteriores;Costumbre familiar;No;En la actualidad hace falta mucha empat√≠;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:24:13;Mujer;Preparatoria;Iztapalapa;45;S√;S√;S√;En la familia;Todas las anteriores;Falta de educacion, Costumbre familiar, Falta de cultura;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:30:29;Mujer;Universidad;Otro;36;S√;S√;S√;Todas las anteriores;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:30:56;Mujer;Universidad;Otro;24;S√;S√;S√;En la familia, En el trabajo, En la escuela;Todas las anteriores;Religi√≥n, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia f√≠si;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:35:29;Mujer;Preparatoria;Venustiano Carranza;23;S√;S√;Tal vez;En la familia;Todas las anteriores;Costumbre familiar;S√;Molestia;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:37:17;Mujer;Universidad;Azcapotzalco;59;S√;S√;No;Ninguno;Todas las anteriores;Todas las anteriores;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:38:31;Mujer;Universidad;Otro;52;S√;S√;S√;En la calle;Todas las anteriores;Costumbre familiar;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:38:39;Mujer;Maestr√≠;Otro;25;S√;S√;S√;En la familia;Todas las anteriores;Todas las anteriores;S√;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:42:12;Mujer;Preparatoria;Azcapotzalco;29;S√;No;No;Ninguno;Todas las anteriores;Falta de educacion, Religi√≥n, Costumbre familiar, Falta de cultur;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:42:53;Mujer;Universidad;Iztapalapa;40;S√;S√;S√;En la familia;Todas las anteriores;Problemas emocionales;Tal vez;Me importa;;;;;;;;;;;;;;;;;;;;;;;
4/3/2021 8:47:43;Mujer;Universidad;Otro;41;S√;S√;S√;En la familia;Todas las anteriores;Falta de educacion, Religi√≥n, Falta de cultura, Negligencia por parte de las autoridade;No;Me importa;;;;;;;;;;;;;;;;;;;;;;;
